,Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,RelStatus,amountSpent,numOfPurchases,numOfMinorsHome,prvAcceptedCampaigns,dateCust,dateCustYear,custAge
292,1980,Graduation,82497.0,32,4,0,0,Coupled,1919,19,0,1,2012-10-31,2012,32
293,1971,Graduation,16626.0,76,9,0,0,Coupled,68,9,2,0,2014-01-15,2014,43
294,1965,Graduation,29672.0,6,6,0,0,Coupled,25,4,2,0,2013-03-12,2013,48
295,1952,Master,55951.0,62,8,0,0,Coupled,1374,23,1,2,2012-08-23,2012,60
296,1988,2n Cycle,35388.0,20,7,0,0,Single,32,5,1,0,2013-03-07,2013,25
297,1986,Master,42386.0,43,8,0,0,Coupled,100,7,1,0,2013-01-13,2013,27
298,1982,Graduation,68627.0,45,1,0,0,Single,825,12,0,0,2013-01-12,2013,31
299,1965,PhD,57912.0,34,5,0,0,Single,916,28,1,1,2014-03-17,2014,49
300,1958,Graduation,35246.0,53,5,0,0,Single,62,11,2,0,2014-04-16,2014,56
301,1956,2n Cycle,58821.0,44,6,0,0,Coupled,728,21,1,0,2013-10-12,2013,57
302,1978,PhD,46377.0,89,4,0,0,Coupled,90,7,1,0,2014-03-01,2014,36
303,1988,Graduation,39747.0,43,8,0,0,Single,273,13,1,0,2014-04-13,2014,26
304,1984,Graduation,23976.0,68,7,0,0,Coupled,66,10,1,0,2013-12-27,2013,29
305,1961,Master,80950.0,44,2,0,0,Coupled,1213,23,0,1,2013-03-28,2013,52
306,1966,Graduation,27038.0,64,9,0,1,Single,107,7,0,0,2012-09-18,2012,46
307,1947,Graduation,77457.0,85,1,0,0,Single,1157,18,0,1,2014-03-05,2014,67
308,1964,Master,64100.0,93,7,0,0,Coupled,546,18,1,1,2013-09-10,2013,49
309,1992,Master,42670.0,12,4,0,0,Coupled,241,11,0,0,2013-04-27,2013,21
310,1976,Graduation,12571.0,86,6,0,0,Single,53,11,1,0,2014-01-18,2014,38
311,1967,Graduation,22574.0,28,7,0,0,Coupled,37,7,3,0,2013-10-28,2013,46
312,1989,Graduation,81129.45196369295,69,3,0,0,Coupled,1611,24,0,2,2013-06-03,2013,24
313,1976,Master,70893.0,42,3,0,0,Single,1508,23,0,0,2013-02-06,2013,37
314,1966,Graduation,54198.0,13,4,0,0,Coupled,235,16,2,0,2013-12-17,2013,47
315,1956,Master,28839.0,86,5,0,0,Coupled,32,7,2,0,2014-03-11,2014,58
316,1972,Graduation,40321.0,59,7,0,0,Coupled,102,8,2,0,2013-07-29,2013,41
317,1985,Graduation,66503.0,30,3,0,0,Single,401,15,1,0,2012-08-14,2012,27
318,1951,Graduation,30833.0,33,5,0,0,Coupled,28,6,2,0,2013-07-16,2013,62
319,1970,Graduation,62810.92593365372,67,7,0,0,Single,1052,21,3,2,2013-08-23,2013,43
320,1971,Graduation,64795.0,23,2,0,0,Coupled,680,21,1,0,2013-01-17,2013,42
321,1974,Graduation,34421.0,81,7,0,0,Coupled,30,4,1,0,2013-07-01,2013,39
322,1965,PhD,47025.0,6,7,0,0,Single,20,4,2,0,2014-02-09,2014,49
323,1961,PhD,64325.0,41,7,0,0,Single,1307,23,1,0,2013-02-07,2013,52
324,1953,Graduation,40464.0,78,8,0,0,Single,630,24,1,0,2013-01-11,2013,60
325,1957,Graduation,62187.0,49,3,0,0,Coupled,1283,18,0,0,2013-07-05,2013,56
326,1976,PhD,14849.0,39,8,0,0,Single,65,9,1,0,2013-07-02,2013,37
327,1984,Graduation,27255.0,3,7,0,0,Coupled,37,5,1,0,2013-11-07,2013,29
328,1950,PhD,54432.0,37,4,0,0,Coupled,38,5,3,0,2013-05-09,2013,63
329,1986,PhD,29999.0,22,8,0,0,Single,160,12,1,0,2013-02-13,2013,27
330,1983,Graduation,24072.0,79,8,0,0,Single,23,4,1,0,2013-04-16,2013,30
331,1989,PhD,33996.0,46,4,0,0,Single,71,6,0,0,2013-09-11,2013,24
332,1956,PhD,66334.0,82,5,0,1,Coupled,1161,19,1,0,2013-04-03,2013,57
333,1971,Master,35178.0,10,7,0,1,Coupled,59,5,1,1,2013-01-10,2013,42
334,1983,Graduation,22010.0,51,8,0,0,Coupled,33,7,1,0,2013-06-30,2013,30
335,1960,Graduation,62204.0,38,3,0,0,Single,946,22,2,0,2012-09-12,2012,52
336,1968,Graduation,75693.0,10,4,0,1,Single,1442,22,0,3,2012-12-06,2012,44
337,1972,Graduation,30675.0,14,8,0,0,Coupled,62,5,1,0,2012-11-12,2012,40
338,1965,Graduation,83003.0,18,3,0,1,Coupled,1674,22,0,1,2013-03-03,2013,48
339,1899,PhD,83532.0,36,1,0,0,Coupled,1853,15,0,1,2013-09-26,2013,114
340,1988,Graduation,68655.0,95,3,0,0,Single,1538,21,0,0,2012-08-10,2012,24
341,1986,Graduation,41411.0,11,6,0,0,Single,139,8,0,0,2013-12-07,2013,27
342,1969,PhD,55212.0,65,8,0,0,Coupled,1182,20,1,2,2012-11-23,2012,43
343,1950,PhD,59292.0,71,3,0,0,Coupled,507,18,1,0,2013-06-13,2013,63
344,1973,Basic,27190.0,13,8,0,1,Coupled,18,4,1,1,2013-08-15,2013,40
345,1952,Graduation,82623.0,58,1,0,0,Single,940,16,0,0,2013-11-10,2013,61
346,1965,Graduation,44300.0,65,6,0,0,Coupled,42,6,2,0,2013-06-23,2013,48
347,1970,Graduation,84835.0,0,1,0,1,Single,1190,15,0,0,2014-06-16,2014,44
348,1971,Graduation,30372.0,33,7,0,0,Single,44,8,2,0,2012-12-25,2012,41
349,1976,Master,33181.0,90,6,0,0,Coupled,16,4,1,1,2014-01-03,2014,38
350,1957,Graduation,71113.0,95,4,0,0,Coupled,835,26,1,0,2013-12-17,2013,56
351,1986,Graduation,71952.0,93,4,0,0,Coupled,1443,22,1,2,2013-01-10,2013,27
352,1966,PhD,69759.0,38,3,0,1,Single,1029,18,0,0,2013-10-28,2013,47
353,1974,Graduation,72099.0,18,1,0,0,Coupled,1188,18,0,0,2012-10-27,2012,38
354,1976,PhD,60000.0,57,6,0,0,Single,1277,24,1,0,2012-12-22,2012,36
355,1978,Graduation,38643.0,45,7,1,0,Single,49,7,2,0,2013-11-29,2013,35
356,1955,Graduation,50737.0,61,6,0,0,Coupled,99,7,1,1,2013-05-11,2013,58
357,1969,PhD,68462.0,6,1,0,0,Coupled,1670,15,0,0,2012-12-12,2012,43
358,1943,Master,65073.0,65,2,1,0,Coupled,900,14,0,0,2013-08-20,2013,70
359,1948,PhD,46681.0,52,5,0,0,Coupled,425,16,2,0,2013-10-08,2013,65
360,1957,Graduation,78618.0,87,2,0,0,Coupled,2153,22,0,1,2012-09-28,2012,55
361,1969,PhD,62187.0,38,4,0,0,Single,636,21,1,0,2014-03-22,2014,45
362,1978,Graduation,28442.0,53,4,0,0,Coupled,57,10,2,0,2014-02-24,2014,36
363,1978,PhD,37717.0,31,9,0,0,Coupled,25,4,1,0,2012-11-23,2012,34
364,1967,Graduation,51479.0,67,7,0,0,Coupled,494,22,2,0,2012-12-28,2012,45
365,1969,Graduation,54803.0,65,4,0,0,Single,693,19,1,0,2012-08-21,2012,43
366,1960,Graduation,79530.0,64,2,0,0,Coupled,1348,26,0,0,2013-05-17,2013,53
367,1976,Graduation,31615.0,82,7,0,0,Single,51,7,1,0,2013-03-16,2013,37
368,1962,Graduation,72025.0,27,3,0,0,Coupled,1932,16,0,0,2012-11-17,2012,50
369,1975,PhD,52614.0,63,8,0,0,Single,990,16,1,0,2012-12-01,2012,37
370,1984,2n Cycle,35684.0,66,6,0,0,Coupled,30,5,1,0,2014-04-22,2014,30
371,1975,Graduation,48178.0,69,8,0,0,Coupled,254,16,2,0,2012-10-28,2012,37
372,1970,Master,29548.0,52,4,0,0,Single,29,5,1,1,2013-08-29,2013,43
373,1966,Graduation,63810.0,45,8,0,0,Single,1371,23,1,1,2012-11-11,2012,46
374,1972,PhD,38578.0,2,8,0,1,Single,73,9,2,0,2013-06-22,2013,41
375,1975,Master,46098.0,86,8,0,0,Single,120,11,2,0,2012-08-18,2012,37
376,1970,Graduation,22585.0,23,9,0,1,Single,81,5,0,1,2013-03-18,2013,43
377,1989,Graduation,30279.0,13,8,0,0,Single,37,5,1,0,2012-12-30,2012,23
378,1961,PhD,66426.0,14,6,0,0,Coupled,1377,20,1,0,2013-10-02,2013,52
379,1969,Graduation,30822.0,92,7,0,0,Single,51,5,1,0,2013-06-14,2013,44
380,1969,PhD,33581.0,38,8,0,0,Coupled,17,4,2,0,2013-01-08,2013,44
381,1985,Graduation,19986.0,74,7,0,0,Coupled,22,4,1,0,2013-11-14,2013,28
382,1954,Graduation,27421.0,14,7,0,0,Single,324,14,0,0,2012-12-12,2012,58
383,1973,2n Cycle,35688.0,94,8,0,0,Coupled,211,16,3,0,2012-08-22,2012,39
384,1981,Master,36143.0,33,3,0,0,Single,19,4,1,0,2014-03-30,2014,33
385,1971,Graduation,10245.0,32,5,0,0,Single,41,8,1,0,2013-05-15,2013,42
386,1968,Master,43795.0,11,7,0,1,Coupled,492,17,1,1,2013-10-16,2013,45
387,1960,Graduation,63381.0,78,2,0,0,Coupled,1005,26,1,0,2012-10-05,2012,52
388,1949,Graduation,38823.0,56,6,0,0,Coupled,114,7,1,0,2012-08-30,2012,63
389,1968,PhD,83664.0,57,5,0,0,Single,1173,19,2,0,2013-05-08,2013,45
390,1979,Graduation,90300.0,7,1,0,0,Coupled,1738,19,0,1,2014-01-03,2014,35
391,1979,Master,62499.0,0,4,0,0,Coupled,222,12,1,0,2013-12-09,2013,34
392,1993,Graduation,74293.0,66,2,0,0,Single,1127,16,0,0,2014-05-04,2014,21
393,1946,PhD,51012.0,86,6,0,0,Coupled,209,10,0,0,2013-04-18,2013,67
394,1968,Master,70777.0,80,3,0,0,Coupled,787,23,1,0,2014-02-25,2014,46
395,1991,PhD,68682.0,56,2,0,0,Coupled,1598,24,0,0,2013-10-06,2013,22
396,1971,Graduation,43824.0,18,8,0,0,Coupled,186,12,2,0,2012-09-15,2012,41
397,1984,Graduation,15345.0,51,8,0,1,Coupled,47,6,1,0,2012-08-31,2012,28
398,1987,Graduation,23442.0,71,7,0,0,Single,27,5,1,0,2012-12-24,2012,25
399,1980,2n Cycle,14515.0,71,7,0,1,Coupled,96,11,1,0,2012-11-09,2012,32
400,1956,2n Cycle,31395.0,80,6,0,0,Single,64,10,2,0,2013-03-23,2013,57
401,1965,Graduation,75276.0,2,5,0,0,Coupled,1040,23,0,0,2012-09-27,2012,47
402,1974,Graduation,42373.0,83,5,0,0,Single,163,13,2,0,2013-08-15,2013,39
403,1960,Graduation,30507.0,29,7,0,0,Coupled,343,11,0,0,2013-03-11,2013,53
404,1955,PhD,55521.0,11,7,0,1,Single,446,24,3,1,2013-10-22,2013,58
405,1965,Graduation,48006.0,55,6,0,0,Coupled,41,5,2,0,2014-06-09,2014,49
406,1972,PhD,27213.0,19,8,0,1,Single,70,9,1,0,2012-08-30,2012,40
407,1971,PhD,65808.0,1,6,0,0,Single,272,14,2,0,2014-05-30,2014,43
408,1974,PhD,30351.0,19,9,0,0,Coupled,46,6,1,0,2013-06-06,2013,39
409,1963,Graduation,50437.0,28,7,0,0,Coupled,490,19,2,0,2012-10-17,2012,49
410,1982,2n Cycle,23616.0,76,8,0,1,Single,79,8,1,0,2012-11-17,2012,30
411,1976,Graduation,53858.0,50,4,0,0,Coupled,915,17,1,0,2012-11-09,2012,36
412,1955,PhD,66465.0,1,6,0,0,Coupled,1485,35,1,1,2013-03-30,2013,58
413,1987,Graduation,46923.0,90,7,0,0,Single,369,16,1,0,2012-08-22,2012,25
414,1962,Graduation,75072.0,83,3,0,0,Coupled,1073,19,1,0,2013-01-23,2013,51
415,1943,PhD,75865.0,73,1,0,0,Coupled,1242,19,0,0,2014-03-31,2014,71
416,1975,2n Cycle,19789.0,24,5,0,0,Coupled,78,9,1,1,2013-11-20,2013,38
417,1994,Graduation,80134.0,11,5,0,0,Coupled,1378,21,0,4,2014-02-14,2014,20
418,1981,Graduation,91065.0,33,3,0,1,Single,1474,26,0,2,2013-02-22,2013,32
419,1971,Master,49505.0,4,8,0,0,Coupled,751,29,2,0,2013-03-05,2013,42
420,1973,PhD,37401.0,14,7,0,0,Coupled,48,7,1,0,2014-05-06,2014,41
421,1983,Graduation,30096.0,30,6,0,0,Coupled,45,6,1,0,2014-05-22,2014,31
422,1982,Master,18492.0,75,8,0,0,Coupled,10,4,1,0,2014-06-05,2014,32
423,1974,Master,82584.0,26,1,0,1,Coupled,1435,16,0,2,2013-06-04,2013,39
424,1941,PhD,93027.0,77,2,0,0,Coupled,2119,22,0,1,2013-04-13,2013,72
425,1953,Graduation,48686.0,8,8,0,0,Coupled,20,4,3,0,2013-12-04,2013,60
426,1986,Graduation,92910.0,42,1,0,0,Coupled,1795,27,0,3,2014-04-24,2014,28
427,1989,Graduation,75433.0,28,6,0,0,Coupled,1188,19,1,2,2014-04-05,2014,25
428,1989,2n Cycle,10404.0,52,5,0,0,Coupled,43,7,1,0,2014-05-04,2014,25
429,1968,Graduation,61314.0,1,3,0,0,Coupled,1008,24,1,0,2013-04-25,2013,45
430,1961,PhD,84865.0,1,4,0,1,Single,1688,16,0,4,2013-05-09,2013,52
431,1989,Graduation,42387.0,42,8,0,0,Coupled,684,21,1,0,2012-10-29,2012,23
432,1967,2n Cycle,67309.0,76,7,0,0,Coupled,1082,39,2,0,2013-01-23,2013,46
433,1964,Graduation,75236.0,27,4,0,0,Coupled,1068,25,1,0,2013-11-25,2013,49
434,1970,Graduation,30015.0,28,5,0,0,Single,57,7,1,0,2014-02-02,2014,44
435,1956,Master,50943.0,49,5,0,0,Coupled,46,5,1,0,2013-06-21,2013,57
436,1966,Graduation,67272.0,12,5,0,0,Single,733,23,1,0,2013-12-21,2013,47
437,1949,Master,51529.0,14,8,0,0,Single,467,17,1,0,2013-09-07,2013,64
438,1971,PhD,32011.0,89,7,0,0,Coupled,122,10,1,0,2013-08-22,2013,42
439,1986,2n Cycle,7500.0,96,8,0,0,Coupled,36,7,1,0,2013-02-07,2013,27
440,1989,Graduation,28691.0,56,8,0,0,Coupled,34,5,1,0,2013-07-04,2013,24
441,1948,PhD,56223.0,72,4,0,0,Coupled,156,10,1,0,2013-12-20,2013,65
442,1946,Graduation,18100.0,14,5,0,0,Coupled,14,4,0,0,2013-08-06,2013,67
443,1989,Graduation,30279.0,13,8,0,0,Single,37,5,1,0,2012-12-30,2012,23
444,1974,2n Cycle,20130.0,99,8,0,0,Coupled,34,5,0,0,2014-03-17,2014,40
445,1959,Graduation,23295.0,72,8,0,0,Single,20,4,0,0,2013-07-13,2013,54
446,1972,Master,42618.0,92,8,0,0,Single,192,11,1,0,2013-10-09,2013,41
447,1964,Graduation,81246.0,87,1,0,0,Single,1379,17,0,2,2013-12-29,2013,49
448,1976,Graduation,24027.0,7,8,0,0,Coupled,48,7,1,0,2013-06-09,2013,37
449,1953,PhD,55707.0,91,3,0,0,Coupled,428,16,1,0,2013-12-22,2013,60
450,1955,Graduation,57959.0,71,3,0,0,Single,868,27,1,0,2013-05-02,2013,58
451,1969,Graduation,56796.0,24,7,0,0,Coupled,1001,27,1,0,2013-02-16,2013,44
452,1971,Master,36230.0,17,5,0,0,Single,59,7,1,0,2013-10-17,2013,42
453,1980,2n Cycle,70829.0,87,3,0,0,Coupled,431,16,2,0,2013-12-01,2013,33
454,1976,Graduation,65991.0,21,7,0,0,Coupled,971,27,1,0,2012-09-07,2012,36
455,1972,Graduation,38988.0,90,8,0,0,Coupled,348,19,3,0,2012-08-20,2012,40
456,1966,2n Cycle,89572.0,44,4,0,1,Single,2059,24,0,2,2012-09-15,2012,46
457,1984,Master,42207.0,71,6,0,1,Coupled,265,14,1,1,2013-04-01,2013,29
458,1952,Graduation,50300.0,52,2,0,0,Coupled,270,13,1,0,2014-05-25,2014,62
459,1982,2n Cycle,66664.0,78,3,0,0,Coupled,1289,19,0,0,2012-09-25,2012,30
460,1964,Graduation,60597.0,2,7,0,1,Coupled,893,16,1,1,2014-01-01,2014,50
461,1949,Graduation,70165.0,60,1,0,0,Single,926,22,0,0,2013-09-22,2013,64
462,1958,PhD,50520.0,25,6,0,0,Single,135,9,1,0,2014-01-28,2014,56
463,1963,Graduation,80124.0,47,1,0,0,Coupled,1495,19,0,1,2014-06-26,2014,51
464,1975,Graduation,33183.0,46,7,0,0,Coupled,120,9,1,0,2014-02-24,2014,39
465,1969,PhD,66582.0,83,1,0,0,Single,1288,20,0,0,2014-03-03,2014,45
466,1955,PhD,75261.0,17,2,0,1,Coupled,1743,17,0,2,2013-04-23,2013,58
467,1970,Graduation,31880.0,13,8,0,0,Single,15,4,1,0,2012-10-31,2012,42
468,1951,Graduation,53790.0,86,6,0,0,Coupled,542,20,2,0,2014-03-06,2014,63
469,1971,PhD,49269.0,92,7,0,0,Coupled,890,25,1,0,2012-08-15,2012,41
470,1975,Graduation,61456.0,47,4,0,0,Coupled,1388,33,1,0,2013-03-27,2013,38
471,1980,Graduation,37406.0,18,8,0,1,Coupled,17,4,1,0,2013-10-10,2013,33
472,1981,PhD,56937.0,81,6,0,1,Coupled,906,30,1,1,2012-08-04,2012,31
473,1978,Graduation,38415.0,91,7,0,0,Coupled,44,6,2,0,2013-01-02,2013,35
474,1988,Graduation,20518.0,58,5,0,0,Single,25,5,1,0,2014-05-18,2014,26
475,1956,Graduation,62503.0,40,5,0,0,Coupled,973,26,1,0,2013-02-18,2013,57
476,1972,PhD,41644.0,67,3,0,0,Single,31,6,2,0,2014-05-09,2014,42
477,1977,Master,55842.0,19,5,0,0,Coupled,518,17,1,0,2014-05-23,2014,37
478,1972,PhD,62010.0,93,5,0,0,Coupled,530,19,1,0,2012-10-23,2012,40
479,1977,Graduation,41124.0,41,8,0,0,Coupled,506,21,1,0,2012-10-31,2012,35
480,1973,Master,38961.0,60,7,0,0,Coupled,70,6,1,0,2013-12-30,2013,40
481,1972,Master,37760.0,54,6,0,0,Single,54,6,1,0,2013-08-11,2013,41
482,1974,Graduation,32233.0,26,9,0,1,Single,296,12,1,1,2012-08-19,2012,38
483,1975,Graduation,43057.0,30,5,0,0,Coupled,266,15,1,0,2013-10-30,2013,38
484,1960,Master,83151.0,93,3,0,0,Coupled,747,19,0,0,2012-10-10,2012,52
485,1964,PhD,78825.0,35,3,0,1,Single,895,29,0,0,2012-09-14,2012,48
486,1976,Master,65104.0,4,7,0,0,Coupled,1053,17,1,0,2013-11-14,2013,37
487,1974,Graduation,60093.0,92,6,0,0,Coupled,735,21,1,0,2013-06-26,2013,39
488,1969,Graduation,14045.0,24,7,0,0,Coupled,20,5,1,0,2014-01-26,2014,45
489,1952,2n Cycle,28457.0,96,8,0,0,Single,205,10,0,0,2012-10-28,2012,60
490,1958,PhD,78952.0,11,6,0,0,Coupled,2092,21,1,0,2012-09-24,2012,54
491,1976,Graduation,46310.0,99,8,0,0,Single,309,14,1,0,2012-12-03,2012,36
492,1955,Graduation,76005.0,72,6,0,0,Coupled,1722,22,0,1,2013-02-22,2013,58
493,1964,Master,58308.0,77,8,0,0,Single,900,15,1,0,2013-01-12,2013,49
494,1944,PhD,55614.0,85,7,0,0,Single,682,20,0,1,2013-11-27,2013,69
495,1962,Master,59432.0,88,5,0,0,Single,663,22,1,0,2013-04-13,2013,51
496,1978,Graduation,55563.0,22,3,0,0,Single,43,6,1,0,2014-04-05,2014,36
497,1971,PhD,78642.0,83,6,0,0,Coupled,1816,18,1,0,2013-04-21,2013,42
498,1949,PhD,67911.0,63,3,0,0,Coupled,976,27,1,0,2014-05-22,2014,65
499,1944,Graduation,65275.0,9,2,0,0,Coupled,746,21,0,0,2013-04-03,2013,69
500,1950,Graduation,27203.0,92,8,0,0,Coupled,64,6,2,0,2012-08-06,2012,62
501,1961,Master,48330.0,2,5,0,0,Coupled,32,5,1,0,2013-11-15,2013,52
502,1990,Basic,24279.0,6,8,0,0,Coupled,263,9,0,0,2012-12-29,2012,22
503,1985,PhD,64355.0,66,8,0,0,Coupled,1445,21,1,0,2012-08-24,2012,27
504,1956,Master,50943.0,49,5,0,0,Coupled,46,5,1,0,2013-06-21,2013,57
505,1953,Graduation,53653.0,29,6,0,0,Single,1210,28,0,0,2012-11-07,2012,59
506,1976,Graduation,65665.0,77,3,0,0,Coupled,945,24,1,0,2013-12-02,2013,37
507,1989,Graduation,81217.0,77,1,0,0,Single,1157,22,0,0,2013-07-19,2013,24
508,1992,Graduation,34935.0,71,7,0,0,Coupled,137,8,0,0,2013-06-21,2013,21
509,1959,Graduation,61250.0,49,5,0,0,Single,730,25,1,0,2012-12-16,2012,53
510,1981,PhD,39665.0,97,7,0,0,Coupled,216,12,1,1,2013-05-25,2013,32
511,1979,Graduation,60152.0,6,3,0,0,Single,943,23,1,0,2013-03-28,2013,34
512,1964,Graduation,48920.0,93,7,0,0,Coupled,347,16,2,1,2013-10-20,2013,49
513,1959,Master,89120.0,78,1,0,0,Coupled,1924,19,0,1,2014-03-17,2014,55
514,1946,PhD,44124.0,62,8,0,0,Coupled,397,17,1,0,2013-05-11,2013,67
515,1975,Master,81169.0,47,2,0,0,Single,2089,22,0,0,2013-04-14,2013,38
516,1961,Graduation,36443.0,9,8,0,0,Coupled,138,11,2,0,2013-02-03,2013,52
517,1990,Graduation,26095.0,77,7,0,0,Single,42,5,1,0,2013-06-30,2013,23
518,1959,Graduation,71367.0,24,2,0,0,Coupled,777,17,0,0,2013-08-23,2013,54
519,1944,Master,80184.0,19,3,0,0,Coupled,1902,20,0,2,2014-03-01,2014,70
520,1965,Graduation,30630.0,67,7,0,0,Single,52,7,2,0,2014-01-27,2014,49
521,1987,Master,73454.0,95,5,0,0,Single,1651,13,0,1,2014-03-01,2014,27
522,1991,Graduation,42691.0,48,5,0,0,Coupled,358,13,0,0,2013-08-16,2013,22
523,1953,Graduation,70503.0,73,6,0,0,Coupled,1727,16,0,2,2012-09-30,2012,59
524,1987,Graduation,25545.0,35,6,0,1,Coupled,210,10,1,0,2012-09-08,2012,25
525,1986,Graduation,32880.0,76,8,0,0,Coupled,42,5,1,0,2012-12-04,2012,26
526,1958,PhD,77863.0,20,2,0,0,Coupled,1291,20,0,0,2013-11-27,2013,55
527,1977,Master,50353.0,72,3,0,0,Coupled,442,15,0,0,2014-06-08,2014,37
528,1964,Graduation,61839.0,20,8,0,0,Single,1895,17,0,0,2012-08-12,2012,48
529,1960,PhD,49154.0,69,6,0,0,Coupled,411,19,2,0,2013-11-03,2013,53
530,1975,2n Cycle,47682.0,80,5,0,0,Single,521,19,1,0,2013-02-15,2013,38
531,1969,Graduation,72679.0,65,1,0,0,Single,1168,17,1,0,2013-09-18,2013,44
532,1977,Master,57954.0,52,7,0,0,Coupled,493,23,2,1,2014-06-18,2014,37
533,1962,Graduation,65316.0,65,4,0,0,Coupled,260,12,2,0,2013-04-24,2013,51
534,1982,Graduation,28567.0,57,6,0,0,Single,46,7,1,0,2013-06-17,2013,31
535,1951,Master,47352.0,70,7,0,0,Coupled,319,16,1,0,2013-04-11,2013,62
536,1967,Graduation,44931.0,0,5,0,0,Coupled,96,7,1,0,2014-01-18,2014,47
537,1967,Graduation,76982.0,19,4,0,1,Single,1062,16,0,1,2014-02-15,2014,47
538,1952,2n Cycle,57247.0,50,2,0,0,Coupled,232,12,1,0,2013-08-08,2013,61
539,1981,Master,22944.0,67,7,0,0,Single,76,9,1,0,2013-12-23,2013,32
540,1977,2n Cycle,25315.0,46,8,0,0,Coupled,54,9,1,0,2013-11-07,2013,36
541,1969,Graduation,43638.0,37,7,0,0,Single,201,11,1,0,2012-08-06,2012,43
542,1984,PhD,42710.0,38,6,0,0,Single,406,14,1,0,2012-11-28,2012,28
543,1982,PhD,84169.0,9,3,0,1,Coupled,1919,20,0,2,2013-08-07,2013,31
544,1976,Graduation,54058.0,56,3,0,0,Coupled,662,20,1,0,2013-06-04,2013,37
545,1990,2n Cycle,24683.0,98,5,0,0,Coupled,41,8,1,0,2014-03-08,2014,24
546,1964,Graduation,85620.0,68,1,0,1,Single,1600,14,0,0,2014-01-07,2014,50
547,1980,Graduation,47850.0,72,6,0,0,Coupled,134,8,1,0,2013-12-03,2013,33
548,1968,Graduation,19514.0,47,8,0,1,Coupled,69,10,2,1,2014-01-26,2014,46
549,1973,Master,27159.0,33,6,0,0,Coupled,21,6,2,0,2014-03-29,2014,41
550,1963,2n Cycle,39548.0,87,3,0,0,Single,54,7,2,0,2014-03-31,2014,51
551,1989,Graduation,21474.0,0,7,0,1,Single,91,8,1,1,2014-04-08,2014,25
552,1971,PhD,60504.0,73,6,0,0,Single,526,18,1,0,2014-02-07,2014,43
553,1963,Graduation,22419.0,74,8,0,0,Coupled,162,8,0,0,2013-04-18,2013,50
554,1949,Master,81698.0,4,1,0,1,Coupled,1008,25,0,0,2013-11-06,2013,64
555,1952,Graduation,43462.0,50,8,0,0,Coupled,240,16,2,0,2012-09-12,2012,60
556,1978,PhD,54880.0,57,5,0,0,Single,795,21,1,0,2013-03-01,2013,35
557,1982,Graduation,79908.0,30,2,0,0,Coupled,1772,19,0,1,2013-04-05,2013,31
558,1970,2n Cycle,15315.0,27,5,0,0,Coupled,64,8,0,0,2013-08-03,2013,43
559,1959,Graduation,87771.0,61,6,0,1,Coupled,1957,20,1,4,2013-05-22,2013,54
560,1978,Graduation,33039.0,4,5,0,0,Coupled,78,7,1,0,2013-09-09,2013,35
561,1980,Graduation,81741.0,75,2,0,0,Single,1572,19,0,0,2013-06-16,2013,33
562,1971,Master,71499.0,12,4,0,0,Coupled,795,26,1,0,2013-06-25,2013,42
563,1970,2n Cycle,62466.0,13,4,0,0,Coupled,889,26,1,0,2014-01-15,2014,44
564,1963,PhD,48799.0,9,3,0,0,Single,331,15,1,0,2013-11-05,2013,50
565,1950,PhD,52157.0,48,4,0,0,Coupled,265,12,1,0,2014-06-07,2014,64
566,1962,Graduation,66565.0,80,8,0,0,Single,1065,19,1,0,2012-12-05,2012,50
567,1951,Master,29298.0,60,5,0,0,Coupled,11,4,2,0,2013-09-07,2013,62
568,1979,Graduation,47691.0,43,6,0,0,Single,21,4,1,0,2013-07-05,2013,34
569,1970,Graduation,38200.0,19,7,0,0,Coupled,17,4,2,0,2012-12-07,2012,42
570,1974,Graduation,44989.0,26,6,0,0,Coupled,369,16,1,0,2012-09-12,2012,38
571,1968,PhD,38443.0,58,7,0,0,Coupled,38,6,2,0,2014-01-27,2014,46
572,1978,2n Cycle,38593.0,42,8,0,0,Single,177,11,1,0,2013-09-13,2013,35
573,1970,PhD,64413.0,27,5,0,0,Coupled,279,12,1,0,2013-08-01,2013,43
574,1981,Master,36959.0,56,8,0,0,Coupled,62,7,1,0,2013-10-02,2013,32
575,1977,PhD,61996.0,27,5,0,1,Coupled,1230,21,1,3,2013-01-31,2013,36
576,1968,Graduation,51287.0,10,7,0,0,Coupled,182,11,2,0,2014-04-01,2014,46
577,1970,Graduation,13260.0,48,8,0,0,Coupled,49,10,2,0,2013-08-23,2013,43
578,1966,PhD,47472.0,39,5,0,0,Coupled,75,8,2,0,2013-09-16,2013,47
579,1956,Master,54603.0,85,7,0,0,Coupled,227,16,2,0,2013-07-09,2013,57
580,1974,PhD,45207.0,64,6,0,0,Coupled,215,15,2,1,2012-11-10,2012,38
581,1951,Graduation,40689.0,69,8,0,0,Coupled,444,20,1,0,2013-03-18,2013,62
582,1967,2n Cycle,47821.0,54,8,0,0,Coupled,47,5,2,0,2013-10-20,2013,46
583,1951,Master,27450.0,57,7,0,0,Coupled,143,7,0,0,2013-04-15,2013,62
584,1983,Graduation,39453.0,64,6,0,0,Coupled,55,7,1,0,2014-04-03,2014,31
585,1971,2n Cycle,26850.0,10,4,0,0,Coupled,63,11,2,0,2014-04-18,2014,43
